日期,臺北市,新北市,基隆市,桃園市,新竹縣,苗栗縣,臺中市,彰化縣,南投縣,雲林縣,嘉義市,嘉義縣,臺南市,高雄市,屏東縣,宜蘭縣,花蓮縣,臺東縣,澎湖縣,金門縣,連江縣
2005-03-27,0.0,0.0,0.0,1.0,0.1,0.5,4.8,1.0,8.6,4.5,11.5,15.5,29.5,0.0,0.0,-99,0.0,0.0,6.0,1.2,18.5
2005-03-28,0.7,0.3,1.2,1.5,0.9,1.0,10.3,4.0,23.8,2.5,2.0,19.0,3.0,-99,0.0,0.1,2.5,0.0,3.0,0.5,0.0
2005-03-29,62.3,60.5,89.6,77.0,62.2,49.5,22.1,11.0,25.6,20.5,13.0,25.0,12.0,3.0,5.0,36.2,17.0,25.5,13.0,52.0,8.0
2005-03-30,30.5,19.0,32.5,24.5,21.9,30.0,31.6,33.5,34.8,37.5,50.0,72.5,3.0,0.0,0.0,28.5,26.5,-99,48.4,32.0,7.5
2005-03-31,8.5,8.0,12.8,7.5,10.5,18.0,22.3,22.5,44.6,25.0,29.0,50.0,1.0,1.0,7.5,13.1,8.5,15.5,40.8,32.0,0.5
2005-04-01,1.1,3.5,1.2,4.5,2.5,2.0,0.7,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.7,0.0,0.0,-99,25.0,2.0
2005-04-02,4.7,8.5,2.0,8.0,2.8,3.5,3.5,2.5,7.9,5.0,13.0,11.0,0.0,0.0,0.0,-99,-99,0.0,-99,0.0,0.5
2005-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-04-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-04-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-04-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.5,0.0,0.0,5.0,0.0,0.0,0.0,0.3,0.0,0.0
2005-04-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2005-04-09,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0
2005-04-10,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,4.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,-99,0.0
2005-04-11,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99,0.0,0.0,0.0,0.0,4.5
2005-04-12,0.3,1.5,5.2,3.5,2.8,4.5,6.5,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.5,0.0,0.7,6.8,8.5
